titulo,dt_lancamento,genero,pais,n_semanas,publico,renda
Vermelho Sol,2019-08-08,Ficção,"Brasil, Argentina, França",15,6381,53500
Voando Alto,2019-08-08,Animação,Alemanha,15,13396,190882
Era Uma Vez Em Hollywood,2019-08-15,Ficção,Estados Unidos,32,743447,14455038.87
Espero Tua (Re)Volta,2019-08-15,Documentário,Brasil,7,2834,19738
Eu Sou Brasileiro,2019-08-15,Ficção,Brasil,7,1512,14195
Fourteen,2019-08-15,Ficção,Estados Unidos,4,871,12083
Nada A Perder 2,2019-08-15,Ficção,Brasil,15,6189465,59750403
Noite Mágica,2019-08-15,Ficção,Itália,8,683,8442
Brinquedo Assassino,2019-08-22,Ficção,Estados Unidos,4,270153,4007577
Entre Tempos,2019-08-22,Ficção,Itália,10,5697,92075
O Incerto Lugar Do Desejo,2019-08-22,Documentário,Brasil,19,1038,18979
O Verde Está Do Outro Lado,2019-08-22,Documentário,Brasil,4,537,6467
Os Brinquedos Mágicos,2019-08-22,Animação,China,15,49701,730907
Pássaros De Verão,2019-08-22,Ficção,"Alemanha, Colômbia, Dinamarca, França, México, Suíça",20,7455,125230
Pássaros De Verão,2019-08-22,Ficção,Alemanha; Colômbia; Dinamarca; França; México; Suíça,1,17,250
"Socorro, Virei Uma Garota!",2019-08-22,Ficção,Brasil,7,26212,396912
Teatros No Brasil  Claudio Santoro - Memórias Do Maestro E Do Teatro Em Vida,2019-08-22,Documentário,Brasil,1,17,320
Teatros No Brasil  Teatros Amazonas - O Filho Ouro Da Floresta,2019-08-22,Documentário,Brasil,1,33,482
Teatros No Brasil Castro Alves - O Teatro E O Homem,2019-08-22,Documentário,Brasil,1,22,374
Teatros No Brasil Sudeste Municipal - Enredos Da Jóia Carioca,2019-08-22,Documentário,Brasil,1,19,331
